"venue_id","date","hour","checkin_count","unique_users","top_genre"
"1be54ce2-b980-4e30-8256-f6c028f23ab8","2026-01-21","12","89","463","reggaeton"
"ab56d47e-bb15-4ecb-822d-2552b46384e2","2026-02-03","22","54","155","indie"
"c72bb9a7-a6ac-4989-b2af-37d32c7fd67d","2025-06-22","7","249","487","jazz"
"9332a863-a607-4bed-ac87-6245d0c8b45d","2025-10-24","7","428","128","techno"
"8f371fcc-6057-472e-bcfe-9067dfa1dfb7","2025-08-06","2","222","62","rock"
"e40747df-8918-4809-af3d-fc92dd9e56c2","2026-05-11","6","344","218","pop"
"c1c71141-4bda-4d53-b803-40b5c24a4f55","2025-06-10","3","57","270","electronica"
"7dda11a5-85aa-43e1-8cdc-ea90b39c9369","2025-07-04","3","69","395","reggaeton"
"be954200-8eda-47d4-96a8-0696ea9bf2c3","2025-07-16","2","289","179","indie"
"99116ace-2d78-40b1-92c1-900b226d7a7a","2025-12-25","20","29","374","jazz"
"8eb4005b-306d-4170-888d-49028a22f095","2026-03-29","3","435","472","techno"
"6c42a4fb-57fa-4a52-81da-221319bca937","2026-05-24","23","330","132","rock"
"54e47302-033b-4c2e-930e-bd6581a62549","2026-05-24","23","338","96","pop"
"95f5ad42-f090-4457-91ed-4a08a4fde41b","2025-07-15","19","450","381","electronica"
"efec01f6-86d1-41f8-a0a6-cb3860cd4866","2026-02-18","19","95","152","reggaeton"
"5ba0fded-1944-4cbd-a2ae-a8bd3c81980c","2025-06-18","19","340","133","indie"
"d4862998-f2ea-43fa-81e0-09bf4aec1bdf","2025-12-31","7","92","330","jazz"
"883b5875-056b-4c2a-a88d-5cd99517863b","2025-06-26","21","96","220","techno"
"fe4b926d-0054-44a1-8d73-556f8cf6617a","2025-12-24","20","91","194","rock"
"4c24b471-fbec-40c4-8e53-46920b034096","2025-10-25","17","93","253","pop"
"5a1b9adf-2493-4d95-bdfe-7d3509148659","2026-01-19","22","262","98","electronica"
"37fa0dbb-fee2-43b4-8bef-346f18f6c578","2025-09-21","16","479","486","reggaeton"
"f6bdca88-7937-44f3-a989-32b79b3c065c","2025-09-07","7","397","92","indie"
"1662e945-e6e6-4879-9c9e-74b4f437cbd6","2026-05-31","1","470","452","jazz"
"e9bd5f66-0150-45ff-88fe-580babc28a10","2025-09-04","10","112","375","techno"
"6bb3f78f-4ad9-452e-b600-286a94e1c301","2026-05-16","1","91","2","rock"
"50e7260c-cd3a-4ea3-851a-4c11ee3e511c","2025-08-15","10","387","321","pop"
"ea5ca6cf-d6bc-41b3-b003-0761c41c5d32","2025-08-21","12","187","346","electronica"
"2c0b02e5-243a-48f1-816b-a1366a14b5f1","2026-04-30","20","254","16","reggaeton"
"76ea3cb5-d5b1-4d3e-8489-9d525e7bcdc6","2026-02-23","12","464","226","indie"
"ba254f4d-7b9c-476e-a4eb-cc28c72765fa","2026-05-26","13","5","379","jazz"
"2f56504f-9020-4e3c-bb36-5a5d716cf276","2025-06-02","22","304","420","techno"
"47876244-3762-425e-821c-1526f799d958","2025-12-01","5","388","6","rock"
"7d91d747-6084-4573-a52b-c5d19b5d3609","2026-03-28","12","71","414","pop"
"3813aa01-149e-45a6-8fa5-fe47648bb79c","2025-06-09","17","216","323","electronica"
"fce60989-75d8-4eb0-85a9-9b0efd4a2d6b","2026-03-29","4","302","22","reggaeton"
"1d434300-ecb5-464b-b69b-09db4608cff0","2025-12-26","11","63","83","indie"
"1c798544-31cf-4667-a6fd-1b72d691f329","2025-10-11","4","453","228","jazz"
"acf82011-10c5-47e6-8e3c-3f89d88a4f96","2026-05-01","20","185","98","techno"
"6a710b7e-d536-42cb-97c6-897f78d5110d","2025-11-04","23","291","216","rock"
"a1c629b0-ad97-4e99-9e9a-250586fe7d59","2025-10-15","19","384","17","pop"
"a62181d7-dc6f-45a7-8301-7d38c00778ef","2026-05-15","22","73","213","electronica"
"722de5b5-9030-49b7-8ae5-ddae99b2614b","2026-04-29","6","171","24","reggaeton"
"dff9e3d0-d066-4ce9-83c4-b249bed49fb5","2025-10-14","1","103","496","indie"
"5ed03824-1baf-4138-9b7f-aa7a2e77ef31","2026-05-31","5","352","273","jazz"
"d340ac6c-7406-4b6b-87cc-b8a10c907f70","2025-10-10","21","390","326","techno"
"ce79f2e8-5b7d-4bf1-a478-5118bbf04cf2","2025-12-20","15","96","134","rock"
"5b6fc621-359b-44c6-ad9c-966e71a67773","2025-11-25","10","225","99","pop"
"eb1f3e18-a2ef-4361-8bae-d87d99ba550d","2025-08-08","5","368","499","electronica"
"1822d2f1-d4de-48ca-951b-3143e97b3708","2026-03-21","2","303","142","reggaeton"
"a691cae1-a5e5-4cd9-8213-a8a5029531b4","2026-01-09","20","93","32","indie"
"db128088-3cff-489b-a7d6-1f48c5d552dd","2026-04-24","23","233","106","jazz"
"d216c44e-d898-4125-a892-3437dbc628dd","2025-07-08","19","459","149","techno"
"5997f0f9-ae3c-4601-a369-709e4d4db4e5","2026-05-23","4","15","177","rock"
"fc249787-33d7-4a2d-a258-02c99a570a05","2026-04-11","10","124","483","pop"
"ad9704f2-4a37-4d08-b766-94137f0f143b","2025-12-25","18","429","161","electronica"
"251dc278-5ec7-4c4c-bc2f-c6674d26bc79","2026-02-13","21","399","11","reggaeton"
"36f9fb03-1946-4ded-830a-332c176d2461","2025-10-13","2","160","12","indie"
"f78692eb-69cb-4ec8-bbde-0811f35be1c0","2025-08-09","16","455","259","jazz"
"f3d78ed3-0d91-4e4d-8513-642e93c78b71","2025-06-27","20","460","223","techno"
"692aae68-153a-47a3-ac6f-13b5d8b941ff","2026-01-22","1","495","217","rock"
"b7bcf4ef-c272-4bab-90c5-a9e3b4670b85","2026-02-09","23","374","159","pop"
"200f6dd6-8813-401d-99ba-eee54fe12f30","2025-12-05","23","423","434","electronica"
"2e6b005f-1c0f-43ab-9e13-4852611d6701","2026-03-31","14","0","120","reggaeton"
"7c6ba300-c3a1-4943-bede-0244d41fe530","2025-11-28","1","294","190","indie"
"a2ad5a8b-3c09-4a83-9021-fa806b750595","2025-12-24","15","121","96","jazz"
"b7b5dabc-bf1b-48ce-a7d1-b7f264beaa01","2026-01-11","10","202","269","techno"
"f232a054-8cd3-4fe7-b321-e48c1b87059c","2025-11-22","13","68","93","rock"
"152c5e57-bc67-42fe-ba07-7fab4c431871","2026-02-17","18","220","473","pop"
"f71b1f58-d1ab-443b-b06c-a9569d9b1c68","2026-04-08","8","297","247","electronica"
"96052356-fb09-4fe3-9346-fbb0ceb1c058","2026-01-14","5","141","180","reggaeton"
"cda21027-761b-49fa-a32d-5dcee2c864e6","2025-06-04","19","214","0","indie"
"8b22aa04-92b8-4b91-9495-ce8100c11916","2025-08-29","8","77","99","jazz"
"7e9edb4c-c8a0-443a-aa6d-eb2e2e2c9601","2026-01-22","9","368","116","techno"
"47365fac-b101-418f-bc45-08c57326c6f5","2026-04-02","15","199","276","rock"
"3960f485-b77c-405f-9e19-b6ec38c4b1d2","2025-12-08","7","291","276","pop"
"eb035ae7-0c80-4f43-b9dc-d0e6cdbee87f","2025-09-01","7","482","128","electronica"
"83a6b0b4-94c0-432a-a352-4808c5181e8a","2026-01-24","8","92","122","reggaeton"
"ea171560-4bc8-4bb4-8d2b-cf5fb6562219","2026-03-02","19","393","253","indie"
"29cef7c0-f7b4-4d4f-a113-8ddd65d74929","2025-06-12","20","271","313","jazz"
"7e3e51c9-583c-425c-8ba3-bdc4916e9c9c","2025-08-22","20","151","38","techno"
"cb60aecf-fc5b-4354-ad96-be35211eb535","2025-08-04","9","326","223","rock"
"35301502-9714-48b4-b37e-1bd8e1cb9e72","2026-05-21","9","26","186","pop"
"c647bdec-6c6b-4cc4-8452-bdd569032c1a","2026-02-18","21","455","237","electronica"
"523341a3-fa38-464d-813a-a2fc9530df96","2026-01-14","16","452","135","reggaeton"
"f072592c-8924-49d7-ad86-d4a30e862ff3","2025-09-16","0","58","388","indie"
"ed3cdbb3-c11d-4bcd-a456-e239dec3a8f6","2025-12-01","10","353","69","jazz"
"6763950b-f1f1-4a27-865f-48ac1ada6056","2026-02-28","17","112","279","techno"
"df5a1348-62e0-4bb2-8216-1ec16e48cb79","2025-06-10","3","480","241","rock"
"6dcdeb05-8d60-43f2-a1b8-9b06822d8dcf","2025-12-17","1","28","446","pop"
"20e43374-a361-4883-9b38-fe2ff6ae20c2","2026-02-10","11","152","230","electronica"
"474389e7-5ba6-4e63-8ead-17ec12a89efe","2025-11-22","10","171","404","reggaeton"
"61eb0d27-2a4c-46cd-8a0e-f414c8a258df","2026-03-07","14","494","303","indie"
"901b4814-18c1-4e55-b738-7930535a7ef9","2025-08-20","15","6","379","jazz"
"bdd9e6d1-371a-4b05-87ff-df3f2f2ba94e","2025-08-13","17","400","112","techno"
"6695ee50-6898-4cf7-bf5a-185d281be22c","2025-09-30","0","81","275","rock"
"83eb1ff5-e658-4882-9a72-89855712f963","2025-11-17","17","397","404","pop"
"6c8e1e97-b0a1-470f-a4ff-26ce2d1f8e59","2026-01-19","2","265","53","electronica"
"49573616-056f-4009-a793-67191b283124","2026-05-10","12","293","244","reggaeton"
"cb0bc9e3-c1a8-4576-9cc7-2442a9aece23","2025-08-15","17","185","441","indie"
"895cb29c-af86-401a-b2f5-7445fc980f8c","2026-01-26","15","76","476","jazz"
"fe881364-2cb0-4d68-9176-77f9a354c542","2025-10-04","12","106","226","techno"
"8e2647a2-67f8-4ba2-88d5-1c91ee2451dd","2026-03-28","3","59","257","rock"
"21536c63-944b-48e0-8078-95cfe19f5996","2025-08-12","22","211","39","pop"
"783cda7e-7acf-41e9-bdd6-a2ee3e838682","2026-04-09","3","477","251","electronica"
"7410a34d-0d7c-4f84-baca-0e5e9a81c490","2026-02-20","15","62","441","reggaeton"
"baab60f9-a235-4872-ba46-b4c8c3c49700","2025-10-09","16","236","413","indie"
"59a78631-1615-461e-be7d-37cbfd98e8dd","2025-08-05","9","428","14","jazz"
"7cee8a74-361f-4775-a243-5b1e998e809f","2025-12-29","6","477","394","techno"
"1c54dc00-41c9-4a94-8074-9d4f8f27ab50","2025-12-25","15","325","388","rock"
"9d09b91e-1b67-4e08-8f83-f60d041b88c8","2025-07-17","19","8","185","pop"
"de70192d-8e73-4feb-a9b0-7dffe4bde552","2026-04-03","14","479","236","electronica"
"a669d885-dcc3-4084-b40b-3e929b72ab28","2025-06-03","19","96","363","reggaeton"
"cf988edf-f6ab-458a-8756-30473697254e","2026-04-19","13","284","310","indie"
"9d7ae7d9-66a9-4a0a-8970-f8ed76b10d5b","2026-02-05","6","198","257","jazz"
"4662f478-2d7f-4dfc-9f82-ca2fcaec63a9","2025-11-24","22","185","473","techno"
"83973f53-f1ee-4221-8962-f60b7e1dc2f5","2026-05-31","8","323","21","rock"
"9bc1fbf1-3f96-4d2a-9b5a-9ab83e3f5e61","2025-08-10","4","53","321","pop"
"39839024-d25c-48ec-83a7-62c2481940b3","2025-10-07","13","37","404","electronica"
"e0e99b00-9e8f-42fa-84d4-14efb74f1d72","2026-05-09","19","241","412","reggaeton"
"f362c4b9-61f5-4269-b538-4e2fdf9bc032","2025-06-23","9","223","207","indie"
"39e67c3d-e8c1-450f-902e-d76799cde8cf","2025-10-01","13","487","251","jazz"
"bf8c931e-d657-4bb5-a63f-7c3f55342712","2026-02-09","15","155","47","techno"
"f73a2895-ae2e-41a5-aeb1-015cd5e35325","2025-12-14","5","431","462","rock"
"7ebe8f36-9c13-4085-b1b5-f93161d6c347","2025-07-04","14","473","337","pop"
"d253eba7-a216-4b72-9076-218a480b5827","2026-02-16","8","482","210","electronica"
"8adcd53c-8da8-4dde-b93e-1ceb5c88794e","2026-04-03","4","107","116","reggaeton"
"53d74d0d-c5a1-4b6e-beb1-ad0d2971dc71","2025-09-29","9","371","137","indie"
"4515f10b-88e2-4d5e-86f9-b553a95a187f","2025-12-11","22","120","39","jazz"
"a223a2be-b4a9-44f2-9dd1-35f933ce45e7","2025-09-10","22","387","66","techno"
"32112a13-004e-42d1-9a8d-8a2047bcbfcf","2026-03-14","11","380","15","rock"
"5256ced4-aac4-4576-b05b-f6f2e4571469","2025-07-15","19","330","147","pop"
"212dd8c9-3ca4-4dbb-8656-b14f2b7d0e28","2025-07-27","14","355","324","electronica"
"ebca0da3-242a-4aa4-9b0c-31b6e0f2e1a8","2025-12-01","21","205","369","reggaeton"
"35cd4c82-d801-4e76-8738-98264c4e2559","2026-02-20","10","242","486","indie"
"13cde6e5-ab4e-4e54-83b9-b2e4781bb708","2025-07-19","7","180","449","jazz"
"df9e0e33-f4ad-4a0f-b0c1-2f7a6e3e83e5","2026-01-13","20","97","66","techno"
"ba4c3848-b08e-435a-ba8d-08d653bebe4d","2025-11-06","1","442","149","rock"
"88d27aab-0fc6-4435-86c2-47eec9a9bfa3","2026-04-14","15","339","352","pop"
"85a9e0d9-c486-41a0-a228-0f13249d830d","2025-08-01","12","400","384","electronica"
"94cfce16-cc8e-4787-8802-9b13116fa966","2025-07-12","8","211","276","reggaeton"
"4dda4201-8fa5-4f54-8b37-5081a33cefa2","2025-07-04","23","327","334","indie"
"2a80b200-720a-4529-8d88-3eed16970d53","2026-04-01","15","333","171","jazz"
"6e523535-ce7b-457e-aebd-e1b3b46c5149","2026-02-05","23","303","390","techno"
"f72ef5c6-e3b9-439a-8d0e-a9cf69cfbe6c","2026-04-12","9","455","460","rock"
"61e904c7-d86e-43d5-aaf7-0e9c9d13d358","2025-11-13","10","195","249","pop"
"da18c661-a04f-4d0a-9836-ffc82c290ae3","2025-08-15","0","79","110","electronica"
"7b1ee4e4-ab5b-4af9-9980-a63cb983e4bf","2025-06-18","14","282","281","reggaeton"
"4d8b76d6-3f3f-40c5-a857-df19c6d00ed8","2025-10-05","15","389","482","indie"
"b752150d-e0a3-40cc-a3bf-6fb83f888bd3","2025-08-18","20","414","90","jazz"
"31337c25-d1e5-448c-b4d8-f16f1975035e","2026-01-26","16","317","428","techno"
"36e79b67-8843-479a-99bf-b2092296ae16","2026-01-23","14","164","194","rock"
"724fed8f-1367-432f-b7b9-9494cca6c8ac","2025-08-29","16","484","313","pop"
"84bfde7d-7424-4930-a549-978dafeb4672","2026-03-30","20","214","299","electronica"
"e11e7884-be8a-4ec2-8ebb-ff520d2ccd87","2025-08-15","23","402","290","reggaeton"
"a12c8ba3-bbc0-4ed7-9da2-e295dd402732","2025-12-30","1","112","269","indie"
"fb727b44-7e0c-4964-97cc-b017741dc1a7","2025-06-18","10","232","429","jazz"
"a7f5253f-dd49-413f-8f51-38c8f2db2bf5","2025-11-09","6","422","447","techno"
"680999df-8c7b-4c12-a3f3-ffffee436775","2026-05-27","22","421","380","rock"
"d65ca32d-a692-46ef-ad1e-1e2d47439ec2","2025-10-25","18","279","103","pop"
"bb6d2855-96a9-40f6-923d-ffbbc478435a","2026-01-18","5","287","421","electronica"
"e7ac46f5-6c3e-4cd9-8b8d-d7eeef1a03f1","2025-10-11","11","340","150","reggaeton"
"64f400fa-5187-4499-9ff8-afb013312ec6","2025-07-12","7","115","290","indie"
"d14de57f-59ce-49d2-9a17-17c655050d68","2026-03-03","23","164","494","jazz"
"4314714f-1658-4cd3-9300-e7b02d3e8f92","2025-11-17","7","116","76","techno"
"e630faab-67fb-46ec-9094-f7ff4da96cf4","2025-07-05","19","43","499","rock"
"5ab81736-fa4a-4937-b428-81d434d955fe","2026-03-20","15","271","393","pop"
"a6c634fb-fcea-47ad-bacb-5a2544b60100","2025-06-10","22","305","68","electronica"
"e756d4c0-e1be-42e7-9ba8-9fd92648d961","2025-10-25","7","131","179","reggaeton"
"5cf798ee-5ed6-4f9c-8f6a-433a8cd37086","2026-04-12","1","318","295","indie"
"b47f9fc1-5b8d-422e-82a2-0dd0637dadc3","2026-03-25","11","477","5","jazz"
"bf29ee5f-6400-416d-9d48-d133c8f0da0e","2025-09-10","11","31","188","techno"
"dd0eceec-88da-4680-be05-256ad960b455","2025-12-31","10","96","307","rock"
"f08ba839-a983-4c9e-9409-20f840cd667c","2026-03-07","0","92","116","pop"
"cc467479-88e9-4024-8e88-1993aa89c551","2025-11-09","10","95","110","electronica"
"c5c19166-16bf-410e-9793-abc86fef21e6","2026-02-06","17","94","44","reggaeton"
"83017838-fdab-4f9a-b0b3-5293512e0903","2025-11-12","13","63","324","indie"
"06f9dde7-f4d1-4e49-8f88-3bd3d113cf07","2026-01-09","18","130","73","jazz"
"6c25b451-2a6b-4f9f-aa7c-589008234892","2026-01-03","8","103","209","techno"
"d198df54-6c1c-41d8-ba41-49f2fc761619","2025-09-06","22","429","297","rock"
"59bd806a-36bf-45cf-9573-68bc17c8c839","2025-06-17","0","154","400","pop"
"9b4b74a1-9bb4-4c72-a884-a9d84ce1a14e","2025-12-30","14","3","260","electronica"
"0ebe9fbb-5560-4f2f-ac2f-2888c7325666","2026-03-09","6","215","18","reggaeton"
"2a26cc0e-b119-4458-818d-e874b909ad62","2025-10-20","17","108","205","indie"
"1d089a71-9792-419b-a06a-a6b0199f7976","2025-10-23","14","127","209","jazz"
"b964deb7-4bd6-45f9-8d7b-31521297a83c","2025-08-04","1","8","32","techno"
"4dc94950-949a-4f24-9168-cb716f22e757","2025-06-24","4","250","461","rock"
"d2d5029c-f18d-4a40-873b-4fc6bf22ab5e","2025-08-26","14","310","342","pop"
"bd77e073-ed60-4d1c-b1c3-6de255bc1f8c","2026-03-25","1","83","294","electronica"
"4859324f-c3ad-4769-ad1e-f7b1bca418e6","2026-01-12","4","158","357","reggaeton"
"067a4d85-ba42-48f9-a9b4-b740f618054b","2026-05-03","2","408","347","indie"
"28a5b670-03bb-44e0-9c8d-4762e4da61aa","2025-07-13","18","37","75","jazz"
"4c486c30-5bfe-4b9a-8474-90194cd9a8a7","2026-02-03","16","302","267","techno"
"ab74a5d2-8a7a-47f5-9189-cbb3db8a870e","2025-09-05","14","498","401","rock"
"4ed0e8d9-0099-4524-be3c-988b8d441e66","2026-03-30","23","112","125","pop"
"7ddee909-7546-4d02-b7b1-fa959c48de13","2025-07-04","20","164","179","electronica"
"9f57f379-b0b8-4dea-b4a9-5f60dcc4c62b","2026-01-03","2","488","254","reggaeton"
"663f5d09-c465-4378-a808-445a02c5d4d0","2026-03-23","6","378","470","indie"
"effee985-99a5-480d-b954-cdaab7bf6876","2026-01-20","2","440","166","jazz"
"24ce95a9-8f45-46dc-9378-600f781988c9","2025-07-16","7","75","431","techno"
"07af518a-d856-4dc7-903d-b353b2f40c86","2025-11-27","1","239","450","rock"
"42ae9969-2e21-4bd9-92c6-f9db5d25dbd6","2026-04-13","3","63","114","pop"
"1643a301-c20e-4fce-bed4-dfa6388747c2","2025-07-21","6","343","117","electronica"
"39d2b85d-d2a6-4cc5-86a5-f111628429eb","2026-01-15","9","445","431","reggaeton"
"8fad281f-05f8-40d6-9a5f-fc7caad88870","2025-08-13","11","114","5","indie"
"3534a733-54ab-4d0f-8298-d990f3914a2a","2025-06-12","13","36","298","jazz"
"2e9d66a5-b3ac-4ac1-8d08-72ac9904fc1b","2025-09-28","15","421","253","techno"
"4945e251-b64d-4d98-b29b-6a61b0a4d8f5","2026-05-31","13","194","157","rock"
"563ce44c-1661-42b7-96d5-e1753d75abd1","2025-06-02","1","371","215","pop"
"c4a03885-0f01-4951-8f16-543e8665fa53","2026-05-22","20","336","152","electronica"
"99c316fe-09cd-469c-8f6c-b2fdffca9565","2026-04-19","9","413","461","reggaeton"
"97421b97-b928-45cd-961c-10e110d641f3","2026-01-17","7","122","289","indie"
"7693af9b-1b47-4df2-999c-1c6ef88c4f6d","2025-12-30","7","238","148","jazz"
"34a3b6cb-f5e5-468b-8d1f-b552385d6961","2025-10-24","8","148","140","techno"
"36514db6-caa0-4a8c-9d3a-550822a20ecd","2026-05-05","5","169","499","rock"
"90ac8536-cc23-4865-a087-638cc5a93e5c","2026-03-02","15","407","33","pop"
"d926032f-db36-4592-b057-d3eceffda14c","2026-02-16","9","135","413","electronica"
"6e0db4ee-6898-43b0-815a-4665ada3cb61","2026-03-26","20","311","365","reggaeton"
"e91b420e-2ce4-4961-8182-86c9b725efe0","2025-11-10","16","213","377","indie"
"18539fe3-2aba-494f-8d93-2883518b71db","2026-03-30","11","215","91","jazz"
"cc6df9ee-effc-4de5-8129-0baceb37d745","2025-08-12","8","132","252","techno"
"d451d8a6-b565-4e8b-9641-be4fa64fcdaf","2026-05-15","8","371","52","rock"
"c2af83a7-b598-4ca4-94ff-1e00c4ef03f3","2026-05-14","18","322","174","pop"
"e4315757-d539-48b3-a51d-8564bcfe04c5","2026-04-06","8","178","131","electronica"
"0127c81c-b582-40cc-b2bc-91fb46804f1d","2026-05-21","16","439","154","reggaeton"
"effbac47-8e8f-48f2-b6bf-40dfda09a9b0","2025-10-20","6","446","461","indie"
"cb7ff9e9-15e5-43c7-bc84-368b9b8f0e15","2025-11-30","8","165","407","jazz"
"6babc510-9fd0-4717-8e10-a676adadff52","2025-06-23","18","327","41","techno"
"1a0c830b-2557-4fca-9d3d-5e3598515de8","2025-11-05","1","303","201","rock"
"f811d13d-4e3a-46bf-897f-ae16f422fd4e","2025-08-04","14","283","362","pop"
"07574ade-4814-4a5f-bd81-ecb1c21f2332","2025-07-02","1","461","119","electronica"
"059e42ba-e74e-4d67-bd4c-e9a64350f51f","2025-11-23","12","202","305","reggaeton"
"4bc5f849-102a-4fe9-af1e-6254209becd6","2025-06-01","22","256","496","indie"
"1e9de9a2-b3e7-4879-96c0-0f31de277ae4","2026-02-04","8","488","183","jazz"
"965d65aa-1382-41ef-94a8-9b6e8c9c210f","2026-03-05","11","223","293","techno"
"8c579c16-8755-4f08-ba1a-2834d72a3496","2026-02-03","9","0","240","rock"
"9c4a0ecd-ac71-4803-bedb-4f78cde28d26","2025-08-28","15","18","157","pop"
"a52e8e12-da8b-4c79-a70f-0933c523da67","2026-01-16","18","79","234","electronica"
"43f102de-6bdd-4be7-9765-da18f2945882","2026-03-10","13","220","261","reggaeton"
"bcf334f6-ee2a-420a-adda-000368e2858c","2026-01-07","4","203","223","indie"
"817e9fda-56a8-42f0-a31c-e25ab723a712","2025-09-22","3","52","487","jazz"
"ef9492af-c717-45b5-9d52-29b0f6b2bf0c","2025-10-24","9","479","25","techno"
"1469c85f-73a9-48b6-a239-6469ee28cfd7","2026-01-13","8","471","420","rock"
"1fdbadfa-00ba-4113-87ca-9d80b3224333","2026-04-24","8","241","267","pop"
"5c1345d3-eb5f-4624-8a67-1230be533fea","2026-02-06","11","67","301","electronica"
"fb56b30c-d5e8-4c1d-8007-6b3105371878","2026-01-15","8","248","68","reggaeton"
"f86b0b60-4418-4b0f-8857-189cef248664","2025-06-22","20","115","318","indie"
"d59c984e-dfd5-4a7b-a8a5-da4440c20dc8","2025-07-31","23","64","42","jazz"
"53d7192b-55a9-44ed-9873-656cae45483a","2025-06-10","4","426","299","techno"
"44c302c9-b608-4bca-ac08-09cd6de82add","2026-04-18","8","18","393","rock"
"8a5bd43c-fc67-44a0-98b4-ba0f97a80e24","2025-11-18","4","470","461","pop"
"b574a6e4-4e2d-412f-b097-f736afb63580","2025-10-20","21","353","172","electronica"
"29c73a68-0c27-472d-ac64-9c8727d16558","2026-04-05","22","460","261","reggaeton"
"940fe894-1a32-44dc-8050-7e126ad5b5ae","2026-05-01","13","151","83","indie"
"103adfce-74f6-4662-81e1-0a25b3fcba85","2025-07-25","0","224","360","jazz"
"5028c0b3-d51b-4cf3-9da6-3cce2abfdd0a","2025-09-14","23","285","118","techno"
"90aaa8e1-fab0-4d69-a566-49c573b982c8","2025-10-27","1","314","72","rock"
"b5084264-68c8-4a81-908e-a369de3b0f49","2025-07-13","8","432","430","pop"
"5ebc1743-4bd6-444d-b5d3-9b04a465d98d","2025-11-30","13","321","410","electronica"
"2cee5c6a-0974-4525-ad27-d4e2b6f22b0e","2026-02-21","7","471","188","reggaeton"
"ac905bfa-b8cd-40cb-98d9-7226caf4567d","2025-11-27","1","190","389","indie"
"f141b451-7b76-4cbb-b58a-495f8f0f3c41","2026-04-26","8","270","237","jazz"
"932e6d5c-37f2-4d2b-a5e5-a00d6819a9ed","2025-06-05","9","425","305","techno"
"de1324e1-7299-4532-a2cb-3bf2e9d03c52","2025-07-19","9","57","21","rock"
"6748f8f9-92f9-49ed-8406-0acbc25c343b","2025-08-12","15","162","402","pop"
"a62c8f9b-6b9d-4055-86bd-f5c704a6aa52","2026-03-15","22","273","332","electronica"
"391469e2-4128-4bf2-8f68-9030106dd90c","2026-05-23","23","393","121","reggaeton"
"306957fa-ccec-49f5-9157-38b0d40f1b4d","2026-05-24","19","261","259","indie"
"7dae8640-43e8-4a6c-b581-19cd6f8a6018","2025-06-07","14","140","243","jazz"
"649d5e6a-f1d9-4179-98ff-30c4413d64a6","2026-01-12","11","187","51","techno"
"b76c45bb-85ce-4c17-8002-50cb3c9af6e5","2025-09-06","22","151","398","rock"
"4290ee6c-fbc2-4f3e-ab2c-c8fe1527c043","2025-09-07","14","279","390","pop"
"637859c4-407e-4f43-9174-78cb71e22cd2","2026-02-07","4","214","488","electronica"
"4d408733-af6b-4a26-bab7-9e1960f1c2f4","2026-04-11","8","194","268","reggaeton"
"d6b1a360-5f0c-4ed4-b1ca-3184c8271ec5","2026-03-12","23","125","339","indie"
"4aad9d1c-a5d2-4463-9758-e03656f76405","2025-12-19","19","222","255","jazz"
"57f3ca3b-b6e8-4164-aa04-d01a5450c5c5","2025-06-15","6","481","434","techno"
"e3501c25-f17f-4b7a-b013-8f538c4e2b2b","2026-05-25","13","229","366","rock"
"4b48ba7a-adc7-4963-bfba-202515184056","2025-12-31","20","208","452","pop"
"662c7151-f1a2-4398-a1ea-93a4f5974dcc","2025-08-11","20","4","321","electronica"
"db271aaa-cec0-4716-b306-187fd2d01890","2025-12-30","7","192","409","reggaeton"
"b186a0e0-6622-4adb-9fcc-b331b0e7c2c1","2025-12-12","5","280","127","indie"
"8b438fde-a59d-4560-9cba-b1a05202da5b","2025-09-20","3","422","173","jazz"
"6d5c5ef3-b422-4d13-9fdb-1f75818d197a","2025-07-16","11","374","141","techno"
"441873fe-e056-48e0-838c-4fb2effbd6fb","2026-05-21","13","430","328","rock"
"ca335d74-31e9-404d-a6e6-0ae6970f991d","2026-02-10","18","465","217","pop"
"15b3fd23-bbc8-43b3-9344-b1c36ffd061a","2026-03-03","4","296","52","electronica"
"55f7d26e-e31e-4da7-87c0-01cf0b44bfc2","2025-11-03","5","261","55","reggaeton"
"ad8d2cf5-a3ac-4833-ba0a-f1d6c3d0098d","2025-12-08","0","0","208","indie"
"056fed2c-3308-4684-98ea-7a422a971073","2025-09-03","10","162","86","jazz"
"ddf2d2fc-9f6b-4bf3-965c-1c1502fb0bc0","2026-02-19","18","299","293","techno"
"9fcc55e1-9f3d-40c9-ba46-39a54cf75272","2025-08-03","19","85","50","rock"
"66563233-3875-4c34-8ee7-90cb5727b4d1","2026-04-23","17","188","476","pop"
"aaf74fc4-0deb-4598-aa23-05202c852c23","2025-10-13","16","238","257","electronica"
"cfe9fd53-18c5-48d8-a783-dd8e28859b27","2026-02-26","10","171","194","reggaeton"
"1951bfc8-66e2-4ce8-acf0-cefd559a2310","2025-12-25","11","462","317","indie"
"c3f51d14-6852-4abf-b406-0616e7f84415","2026-05-02","3","231","413","jazz"
"437e73a0-5beb-4546-b811-92184a260dc1","2025-06-05","15","379","79","techno"
"b0ec270e-645f-4c5a-855f-790a5c474981","2025-12-09","22","386","59","rock"
"93401869-d67c-4ca3-946a-f802378ceb66","2026-01-20","15","492","167","pop"
"6fe674fc-78f0-4292-a289-db95858e433a","2025-08-26","10","352","379","electronica"
"cb18f223-45de-4a1a-a5fc-938a3b4bbfd4","2025-08-13","11","456","454","reggaeton"
"51cd531e-073a-49e8-8f43-cf19924e47eb","2025-08-18","15","471","279","indie"
